Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,Completado,Observaciones,Fecha Programada,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Mesa de rechazo,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:18:59",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Vidrio difusor,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:19:15",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Lámparas pared externa ,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:19:39",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Acrílicos,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:20:00",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Manómetros de succión y presión,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:20:15",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,sensor botella caída,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:20:29",si,.,.,CUMPLE
"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,13356154,inspeccion semanal inspector electronico,Sensor de cadena ,"0,03125",si,si,si,si,si,CUMPLE,"14/5/2024, 10:20:44",si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69962151,COCINA CALENTAMIENTO AGUA FILTROS,13356127,inspeccion semanal cocina calent. filtro,INSPECCIÓN SEMANAL COCINA CALENTAMIENTO AGUA FILTROS,"0,5",si,si,si,si,si,CUMPLE,"17/5/2024, 7:43:10",si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70961602,FILTRO DE ARENA No  2,13356130,inspeccion semanal filtro arena 2,INSPECCIÓN SEMANAL FILTRO DE ARENA No  2,"0,1",si,si,si,si,si,CUMPLE,"17/5/2024, 7:43:15",si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70961605,FILTRO DE CARBON No  1,13356134,inspeccion semanal filtro carbon 1,INSPECCIÓN SEMANAL FILTRO DE CARBON No  1,"0,1",si,si,si,si,si,CUMPLE,"17/5/2024, 7:39:54",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649549,COMPRESOR DE AIRE,13356190,inspeccion semanal compresor aire zt 55,Nivel de aceite,"0,03125",si,si,si,si,si,CUMPLE,"16/5/2024, 8:15:40",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649549,COMPRESOR DE AIRE,13356190,inspeccion semanal compresor aire zt 55,Guardas y puertas de seguridad,"0,03125",si,si,si,si,si,CUMPLE,"16/5/2024, 8:17:07",si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710082,PLANTA AGUAS RESIDUALES AZUCARADAS,13356079,inspeccion semanal sistema electrico,Compuerta azucarados,"0,0294117647",si,si,si,si,si,CUMPLE,"14/5/2024, 10:55:11",si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710082,PLANTA AGUAS RESIDUALES AZUCARADAS,13356079,inspeccion semanal sistema electrico,Tablero electrico,"0,0294117647",si,si,si,si,si,CUMPLE,"14/5/2024, 10:55:39",si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710082,PLANTA AGUAS RESIDUALES AZUCARADAS,13356079,inspeccion semanal sistema electrico,Manómetros y control temperatura,"0,0294117647",si,si,si,si,si,CUMPLE,"14/5/2024, 10:53:29",si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710082,PLANTA AGUAS RESIDUALES AZUCARADAS,13356079,inspeccion semanal sistema electrico,Gabinetes laboratorio,"0,0294117647",si,si,si,si,si,CUMPLE,"14/5/2024, 10:53:38",si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,13356156,inspeccion semanal llenadora solpak 360,INSPECCIÓN SEMANAL LLENADORA DE BOLSAS LINEA 3,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:19:46",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,74000601,SUBESTACION ELECTRICA,13356095,inspeccion semanal subestacion electrica,INSPECCIÓN SEMANAL SUBESTACION ELECTRICA,1,si,si,si,si,si,CUMPLE,"16/5/2024, 8:20:30",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709711,TANQUE DE SODA CAUSTICA,13356186,inspeccion semanal tanque soda caustica,INSPECCIÓN SEMANAL TANQUE DE SODA CAUSTICA,"0,1",si,si,si,si,si,CUMPLE,"16/5/2024, 8:21:06",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,660015,TORRE DE ENFRIAMIENTO,13356141,inspeccion semanal torre de enfriamiento,INSPECCIÓN SEMANAL TORRE DE ENFRIAMIENTO,1,si,si,si,si,si,CUMPLE,"16/5/2024, 8:20:49",si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,70947405,UNIDAD UV,13356142,inspeccion semanal lampara uv agua,INSPECCIÓN SEMANAL UNIDAD UV,"0,5",si,si,si,si,si,CUMPLE,"17/5/2024, 8:20:36",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659614,TANQUES DE COMBUSTIBLE,13356084,inspeccion semanal tanque de combustible,INSPECCIÓN SEMANAL TANQUES DE COMBUSTIBLE,"0,5",si,si,si,si,si,CUMPLE,"16/5/2024, 8:20:37",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638535,CONDENSADOR EVAPORATIVO,13356072,Inspecion semanal condensador evaporativ,Estructura torre de enfriamiento,"0,0357142857",si,si,si,si,si,CUMPLE,"16/5/2024, 8:26:29",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689621,REDES HIDRAULICAS Y NEUMATICAS,13356196,inspeccion semanal redes hidraul. y neum,INSPECCIÓN SEMANAL REDES HIDRAULICAS Y NEUMATICAS,"0,5",si,si,si,si,si,CUMPLE,"16/5/2024, 8:20:24",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207014,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13356136,inspeccion semanal taller industrial,INSPECCIÓN SEMANAL TALLER INDUSTRIAL MANTENIMIENTO PLANTA,"0,1",si,si,si,si,si,CUMPLE,"17/5/2024, 7:49:44",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649017,COMPRESOR DE AIRE,13356088,Inspeccion semanal compresor tetra pack,Guardas y puertas de seguridad,"0,03125",si,si,si,si,si,CUMPLE,"17/5/2024, 8:33:41",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207011,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13350434,Inspeccion semanal taller Indutrial,INSPECCIÓN GENERAL,"0,1",si,si,si,si,si,CUMPLE,"16/5/2024, 13:59:08",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,13342786,Inspeccion semanal llenadora de botellas,VALVULAS LLENADORAS,"0,0037037037",si,si,si,si,si,CUMPLE,"8/5/2024, 14:16:04",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",538673,CAPSULADORA,13350435,Inspeccion semanal capsuladora,SISTEMA PORTACABEZALES,"0,03",si,si,si,si,si,CUMPLE,"8/5/2024, 14:20:20",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",548771,EMPACADORA,13342787,Inspeccion semanal empacadora,MEMBRANAS Y COPAS,"0,0157894737",si,si,si,si,si,CUMPLE,"7/5/2024, 18:34:38",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",548773,DESEMPACADORA,13342789,Inspeccion semanal desempacadora,MEMBRANAS Y COPAS,"0,0526315789",si,si,si,si,si,CUMPLE,"7/5/2024, 18:38:07",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,SISTEMA DE CONDENSACION,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:45:26",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,TERMOMETROS,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:45:36",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,SISTEMA DE EVAPORACION,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:45:42",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,FUGAS DE REFRIGERANTE,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:45:50",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,MOTOR ELECTRICO,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:00",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,TABLERO ELECTRICO,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:06",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,SISTEMA DE VENTILACION,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:12",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,625004,CUARTO FRIO MATERIA PRIMA,13350465,Inspeccion semanal cuarto frio,SOLDADURA Y TORNILLERIA,"0,0625",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:16",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,"TUBERIA, VALVULAS TRAMPA DE LIQUIDO","0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:24",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,"FUGAS AGUA,ACEITE O NHO3","0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:28",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,CORREAS DE TRASMISION ,"0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:34",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,RUIDOS EXTRAÑOS,"0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:39",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,EMPAQUETADURA CARTER,"0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:44",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628861,COMPRESOR DE REFRIGERACION N°1,13350458,Inspeccion semanal Compresor R. N° 1,NIVEL DE ACEITE ,"0,0833333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:50",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,TABLERO ELECTRICO,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:46:56",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,MOTOR ELECTRICO,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:10",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,CORREAS,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:14",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,SIST. VENTILADOR CHUMACERA  EJE,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:20",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,ESTADO TANQUE DE AGUA,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:24",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,NIVEL DE AGUA,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:32",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,MANOMETRO,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:38",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,ELECTROVALVULAS,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:49",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638537,CONDENSADOR EVAPORATIVO,13342808,Inspeccion semanal Condensador Evaporat,FUGAS NHO3,"0,0111111111",si,si,si,si,si,CUMPLE,"13/5/2024, 12:47:56",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,"MANOMETROS, TERMOMETROS, VALV SEG.","0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:09",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,NIVEL DE ACEITE,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:18",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,MOTOR ELECTRICO,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:30",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,TABLERO ELECTRICO,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:35",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,RUIDOS EXTRAÑOS,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:44",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,VIBRACION,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:48:53",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649577,COMPRESOR DE AIRE ATLASCOPCO  GA 15,13350467,Inspeccion semanal compresor aire GA15,FUGAS,"0,0142857143",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:03",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,ESTADO DE VENTILADOR,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:08",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,MOTOR ELECTRICO VENTILADOR,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:16",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,TABLERO ELECTRICO,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:23",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,CONTROL  DE NIVEL DE AGUA,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:30",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,ESTADO DE MIRILLAS INSPECCION,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:42",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,ESTADO DEL DAMPER,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:49:47",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,ESTADO BOMBA DE ACPM,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:09",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,MANOMETROS,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:12",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,BOMBA SUMINISTRO DE AGUA,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:18",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,ESTADO TANQUE DE AGUA DE ALIMENTACION,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:26",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,VALVULAS DE SEGURIDAD,"0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:34",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659362,CALDERA,13350469,Inspeccion semanal caldera,"FUGAS,TUBERIA,SOLDADURA","0,0083333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:38",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,KIT DE DERRAME,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:46",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,FUGAS DE COMBUSTIBLE,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:50:50",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,VALVULA DE DESFOGUE,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:06",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,MIRILLA DE NIVEL ,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:09",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,SEÑALIZACIONES,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:16",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659611,TANQUE DE COMBUSTIBLE,13342817,Inspeccion semanal tanque de combustible,SOLDADURA Y TORNILLERIA,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:19",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669438,TORRE DE ENFRIAMIENTO,13350471,Inspeccion semanal torre de enfriamiento,VENTILADORES,"0,0333333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:30",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669438,TORRE DE ENFRIAMIENTO,13350471,Inspeccion semanal torre de enfriamiento,ESTADO DE LA PINTURA,"0,0333333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:34",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669438,TORRE DE ENFRIAMIENTO,13350471,Inspeccion semanal torre de enfriamiento,SERPENTIN INTERNO,"0,0333333333",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:46",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,RADIADOR,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:51:58",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,MANGUERAS DE AGUA,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:52:21",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,BATERIAS,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:52:47",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,TABLERO ELECTRICO,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:52:11",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,CARGADOR DE BATERIAS,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:52:50",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,INDICADORES,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:52:57",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,FUGAS DE ACEITE,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:53:03",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679350,PLANTA ELECTRICA,13342821,Inspeccion semanal Planta Electrica,FUGAS ACPM,"0,0125",si,si,si,si,si,CUMPLE,"13/5/2024, 12:53:14",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689618,REDES HIDRAULICAS Y NEUMATICAS,13350472,Inspeccion semanal redes hidrau. neuma.,TUBERIA SANITARIA,"0,02",si,si,si,si,si,CUMPLE,"13/5/2024, 12:53:26",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689618,REDES HIDRAULICAS Y NEUMATICAS,13350472,Inspeccion semanal redes hidrau. neuma.,EMPAQUES ,"0,02",si,si,si,si,si,CUMPLE,"13/5/2024, 12:53:37",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689618,REDES HIDRAULICAS Y NEUMATICAS,13350472,Inspeccion semanal redes hidrau. neuma.,ABRAZADERAS ,"0,02",si,si,si,si,si,CUMPLE,"13/5/2024, 12:53:56",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689618,REDES HIDRAULICAS Y NEUMATICAS,13350472,Inspeccion semanal redes hidrau. neuma.,SOLDADURA ,"0,02",si,si,si,si,si,CUMPLE,"13/5/2024, 12:54:00",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,689618,REDES HIDRAULICAS Y NEUMATICAS,13350472,Inspeccion semanal redes hidrau. neuma.,FUGAS,"0,02",si,si,si,si,si,CUMPLE,"13/5/2024, 12:54:10",si,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,698275,FILTRO DE BUJIAS,13350422,Inspeccion semanal filtro de bujias,TUBERIA DE JARABE SIMPLE Y TERMINADO ,"0,25",si,si,si,si,si,CUMPLE,"8/5/2024, 19:44:21",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709718,TANQUE DE SODA CAUSTICA,13350438,Inspeccion semanal tanque de soda causti,BOMBA CENTRIFUGA,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:54:18",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709718,TANQUE DE SODA CAUSTICA,13350438,Inspeccion semanal tanque de soda causti,VALVULAS DE COMPUERTA,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:54:52",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709718,TANQUE DE SODA CAUSTICA,13350438,Inspeccion semanal tanque de soda causti,FUGAS DE SODA,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:55:00",si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709718,TANQUE DE SODA CAUSTICA,13350438,Inspeccion semanal tanque de soda causti,TABLERO ELECTRICO,"0,0166666667",si,si,si,si,si,CUMPLE,"13/5/2024, 12:55:15",si,.,.,CUMPLE
