Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
EQUIPOS PARA SERVICIOS INDUSTRIALES,900122,TORRE DE ENFRIAMIENTO,13348608,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,si,CUMPLE,"10/5/2024, 18:14:56","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,829658,TRANSPORTADOR BOTELLAS LLENAS,13348609,Inspec. general semanal transp. botellas,sin especificar,si,CUMPLE,"13/5/2024, 14:44:22","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,829658,TRANSPORTADOR BOTELLAS LLENAS,13348610,Inspec. general semanal transp. botellas,sin especificar,si,CUMPLE,"13/5/2024, 14:44:37","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900227,CAPSULADORA,13348612,Inspec. general semanal Capsuladora,sin especificar,si,CUMPLE,"8/5/2024, 6:59:37","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900227,CAPSULADORA,13348613,Inspec. general semanal Capsuladora,sin especificar,si,CUMPLE,"13/5/2024, 14:44:47","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900229,ENJUAGADORA,13348618,Inspec. general semanal Enjuagadora,sin especificar,si,CUMPLE,"13/5/2024, 14:44:57","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900229,ENJUAGADORA,13348619,Inspec. general semanal Enjuagadora,sin especificar,si,CUMPLE,"13/5/2024, 14:45:04","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900153,TRANSPORTADOR DE PALLETS,13348620,Inspec. general semanal transp. palet,sin especificar,si,CUMPLE,"13/5/2024, 14:45:17","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900153,TRANSPORTADOR DE PALLETS,13348621,Inspec. general semanal transp. palet,sin especificar,si,CUMPLE,"13/5/2024, 14:45:39","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900154,ALMACEN DE PALLETS,13348622,Inspec. general semanal almacen de pa,sin especificar,si,CUMPLE,"13/5/2024, 14:45:53","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,900154,ALMACEN DE PALLETS,13348623,Inspec. general semanal almacen de pa,sin especificar,si,CUMPLE,"13/5/2024, 14:45:58","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,82962702,CODIFICADOR,13348625,INSPECCIÓN SEMANAL CODIFICADOR,sin especificar,si,CUMPLE,"15/5/2024, 21:54:38","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,82962702,CODIFICADOR,13348626,INSPECCIÓN SEMANAL CODIFICADOR,sin especificar,si,CUMPLE,"15/5/2024, 21:54:45","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,90022601,ELEVADOR DE TAPA,13348627,Inspec. general semanal elevador tapa,sin especificar,si,CUMPLE,"13/5/2024, 14:46:08","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,90022601,ELEVADOR DE TAPA,13348628,Inspec. general semanal elevador tapa,sin especificar,si,CUMPLE,"13/5/2024, 14:46:13","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 3    PET,51954002,ELEVADOR DE TAPA,13348629,Inspec. general semanal elevador tapa,sin especificar,,,,"0,1",si,si,si,si,,,,
LINEA DE ENVASADO NRO 3    PET,51954002,ELEVADOR DE TAPA,13348630,Inspec. general semanal elevador tapa,sin especificar,,,,"0,1",,,,,,,,
LINEA DE ENVASADO NRO 4    PET,829663,TRANSPORTADOR DE TAPAS,13348631,Inspec. general semanal transp. de tapas,sin especificar,si,CUMPLE,"16/5/2024, 15:31:20","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,829663,TRANSPORTADOR DE TAPAS,13348632,Inspec. general semanal transp. de tapas,sin especificar,si,,,"0,1",si,si,si,si,si,,,
LINEA DE ENVASADO  PET N.R. KRONES,900134,TRANSPORTADOR DE TAPAS,13348636,Inspec. general semanal transp. tapa,sin especificar,,,,"0,1",si,si,si,si,,,,
LINEA DE ENVASADO  PET N.R. KRONES,900134,TRANSPORTADOR DE TAPAS,13348637,Inspec. general semanal transp. tapa,sin especificar,,,,"0,1",si,si,si,si,,,,
LINEA DE ENVASADO NRO 1    PET,82960902,CODIFICADOR,13348640,Inspec. general semanal codificador,sin especificar,si,CUMPLE,"13/5/2024, 14:46:24","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 1    PET,82960902,CODIFICADOR,13348641,Inspec. general semanal codificador,sin especificar,si,CUMPLE,"13/5/2024, 14:46:29","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 3    PET,599591,INSPECTOR DE BOTELLA LLENA,13348643,Inspec. gneral semnal Insp.botella llena,sin especificar,,,,"0,1",si,si,si,si,,,,
LINEA DE ENVASADO NRO 3    PET,599591,INSPECTOR DE BOTELLA LLENA,13348644,Inspec. gneral semnal Insp.botella llena,sin especificar,,,,"0,1",,,,,,,,
LINEA DE ENVASADO NRO 4    PET,739538,TUNEL DE CALENTAMIENTO  A VAPOR,13348645,Inspec.gneral semnal tunel calentamiento,sin especificar,si,CUMPLE,"20/5/2024, 16:07:31","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,739538,TUNEL DE CALENTAMIENTO  A VAPOR,13348646,Inspec.gneral semnal tunel calentamiento,sin especificar,si,CUMPLE,"20/5/2024, 16:07:37","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,820145,SISTEMA SECADOR,13348647,Inspec. general semanal sistema secador,sin especificar,si,CUMPLE,"20/5/2024, 16:07:20","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 4    PET,820145,SISTEMA SECADOR,13348648,Inspec. general semanal sistema secador,sin especificar,si,CUMPLE,"20/5/2024, 16:07:26","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO  PET N.R. KRONES,829669,TRANSPORTADOR DE PALETS,13348649,Inspec. general semanal transp. palet,sin especificar,,,,"0,1",,,,,,,,
LINEA DE ENVASADO  PET N.R. KRONES,829669,TRANSPORTADOR DE PALETS,13348650,Inspec. general semanal transp. palet,sin especificar,,,,"0,1",si,si,si,si,,,,
LINEA DE ENVASADO  PET N.R. KRONES,829668,TRANSPORTADOR DE PAQUETES,13348652,Inspec. general semanal transp. paquetes,sin especificar,si,CUMPLE,"6/5/2024, 16:42:25","0,1",,,,,,.,.,CUMPLE
LINEA DE ENVASADO  PET N.R. KRONES,829668,TRANSPORTADOR DE PAQUETES,13348653,Inspec. general semanal transp. paquetes,sin especificar,si,CUMPLE,"6/5/2024, 16:42:32","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,90011301,TINA DE RECONSTITUCION PULPA AREA 111,13348655,INSPECCCION GRAL SEMANAL TK AREA 111,sin especificar,si,CUMPLE,"21/5/2024, 12:21:43","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,90011301,TINA DE RECONSTITUCION PULPA AREA 111,13348656,INSPECCCION GRAL SEMANAL TK AREA 111,sin especificar,si,CUMPLE,"21/5/2024, 12:21:52","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,90011302,TINA DE RECONSTITUCION PULPA AREA 111,13348657,INSPECCCION GRAL SEMANAL TK 02 AREA 111,sin especificar,si,CUMPLE,"21/5/2024, 13:49:50","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,90011302,TINA DE RECONSTITUCION PULPA AREA 111,13348658,INSPECCCION GRAL SEMANAL TK 02 AREA 111,sin especificar,si,CUMPLE,"21/5/2024, 13:49:58","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946536,TANQUE DE SOLUCION ALCALINA  AREA 291,13348659,INSPECCCION GRAL SEMANAL TK SODA AREA 29,sin especificar,si,CUMPLE,"21/5/2024, 13:44:39","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946536,TANQUE DE SOLUCION ALCALINA  AREA 291,13348660,INSPECCCION GRAL SEMANAL TK SODA AREA 29,sin especificar,si,CUMPLE,"21/5/2024, 13:44:57","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946537,TANQUE DE SOLUCION ACIDA  AREA 291,13348661,INSPECCCION GRAL SEMANAL TK ACIDO A291,sin especificar,si,CUMPLE,"21/5/2024, 13:45:37","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946537,TANQUE DE SOLUCION ACIDA  AREA 291,13348662,INSPECCCION GRAL SEMANAL TK ACIDO A291,sin especificar,si,CUMPLE,"21/5/2024, 13:45:47","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946538,TANQUE DE AGUA RECUPERADA  AREA 291,13348663,INSPECCCION GRAL SEMANAL TK AGUA RECUPE,sin especificar,si,CUMPLE,"21/5/2024, 13:46:10","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946538,TANQUE DE AGUA RECUPERADA  AREA 291,13348664,INSPECCCION GRAL SEMANAL TK AGUA RECUPE,sin especificar,si,CUMPLE,"21/5/2024, 13:46:21","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946539,TANQUE DE AGUA FRESCA  AREA 291,13348665,INSPECCCION GRAL SEMANAL TK AGUA FRESCA,sin especificar,si,CUMPLE,"21/5/2024, 13:47:14","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946539,TANQUE DE AGUA FRESCA  AREA 291,13348666,INSPECCCION GRAL SEMANAL TK AGUA FRESCA,sin especificar,si,CUMPLE,"21/5/2024, 13:47:27","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946543,TANQUE PREPAR  INGREDIENTS FRIO AREA 221,13348667,INSPECCCION GRAL SEMANAL TK FRIO AREA 29,sin especificar,si,CUMPLE,"21/5/2024, 13:47:56","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946543,TANQUE PREPAR  INGREDIENTS FRIO AREA 221,13348668,INSPECCCION GRAL SEMANAL TK FRIO AREA 29,sin especificar,si,CUMPLE,"21/5/2024, 13:48:05","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946544,TANQUE PREPAR  INGREDI CALIENTE AREA 221,13348669,INSPECCCION GRAL SEMANAL TK CALIENTE A29,sin especificar,si,CUMPLE,"21/5/2024, 13:48:27","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946544,TANQUE PREPAR  INGREDI CALIENTE AREA 221,13348670,INSPECCCION GRAL SEMANAL TK CALIENTE A29,sin especificar,si,CUMPLE,"21/5/2024, 13:48:38","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946547,TINA  2 PREPARACION TETRAPAK AREA 224,13348671,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:49:06","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946547,TINA  2 PREPARACION TETRAPAK AREA 224,13348672,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:49:40","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946548,TINA  3 PREPARACION TETRAPAK AREA 224,13348673,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:50:21","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946548,TINA  3 PREPARACION TETRAPAK AREA 224,13348674,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:50:35","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946549,TINA  4 PREPARACION TETRAPAK AREA 224,13348675,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:50:46","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,70946549,TINA  4 PREPARACION TETRAPAK AREA 224,13348676,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,si,CUMPLE,"21/5/2024, 13:50:53","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,69961405,TINA  2 PREPARACION DUPONT  AREA 225,13348678,INSPECCCION GRAL SEMANAL AREA 225,sin especificar,si,CUMPLE,"21/5/2024, 12:21:07","0,1",,,,,,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,69961405,TINA  2 PREPARACION DUPONT  AREA 225,13348679,INSPECCCION GRAL SEMANAL AREA 225,sin especificar,si,CUMPLE,"21/5/2024, 12:21:14","0,1",si,si,si,si,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669145,TORRE DE ENFRIAMIENTO -TETRAPACK,13348681,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,si,CUMPLE,"10/5/2024, 18:14:48","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669145,TORRE DE ENFRIAMIENTO -TETRAPACK,13348682,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,si,CUMPLE,"10/5/2024, 18:14:44","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669457,TORRE DE ENFRIAMIENTO -TETRAPACK,13348683,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,si,CUMPLE,"10/5/2024, 18:14:38","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,669457,TORRE DE ENFRIAMIENTO -TETRAPACK,13348684,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,si,CUMPLE,"10/5/2024, 18:14:34","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,679351,PLANTA ELECTRICA CATERPILLAR 3516,13348685,INSPECCCION GRAL SEMANAL PLANTA ELECTRIC,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679351,PLANTA ELECTRICA CATERPILLAR 3516,13348686,INSPECCCION GRAL SEMANAL PLANTA ELECTRIC,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946512,TANQUE SUBTERRANEO No 1 ACUEDUCTO 150 M3,13348687,INSPECCCION GRAL SEMANAL TK 1 ACUEDUCTO,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946512,TANQUE SUBTERRANEO No 1 ACUEDUCTO 150 M3,13348688,INSPECCCION GRAL SEMANAL TK 1 ACUEDUCTO,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946513,TANQUE SUBTERRANEO No 2 ACUEDUCTO 150 M3,13348690,INSPECCCION GRAL SEMANAL TK 2 ACUEDUCTO,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946513,TANQUE SUBTERRANEO No 2 ACUEDUCTO 150 M3,13348691,INSPECCCION GRAL SEMANAL TK 2 ACUEDUCTO,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,698431,INTERCAMBIADOR NH3/GLICOL 1,13348692,INSPECCCION GRAL SEMANAL INTERCAMBIADOR,sin especificar,si,CUMPLE,"10/5/2024, 18:14:27","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,698431,INTERCAMBIADOR NH3/GLICOL 1,13348693,INSPECCCION GRAL SEMANAL INTERCAMBIADOR,sin especificar,si,CUMPLE,"10/5/2024, 18:14:24","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,698432,INTERCAMBIADOR NH3/GLICOL 2,13348695,INSPECCCION GRAL SEMANAL INTERCAMBIADOR,sin especificar,si,CUMPLE,"10/5/2024, 18:14:18","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,698432,INTERCAMBIADOR NH3/GLICOL 2,13348696,INSPECCCION GRAL SEMANAL INTERCAMBIADOR,sin especificar,si,CUMPLE,"10/5/2024, 18:14:15","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659642,RECIBIDOR DE AMONIACO,13348699,INSPECCCION GRAL SEMANAL RECIBIDOR AMONI,sin especificar,si,CUMPLE,"10/5/2024, 18:14:08","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659642,RECIBIDOR DE AMONIACO,13348700,INSPECCCION GRAL SEMANAL RECIBIDOR AMONI,sin especificar,si,CUMPLE,"10/5/2024, 18:14:03","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659646,TANQUE DE GLICOL 1,13348702,INSPECCCION GRAL SEMANAL TANQUE GLICOL 1,sin especificar,si,CUMPLE,"10/5/2024, 18:13:55","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659646,TANQUE DE GLICOL 1,13348703,INSPECCCION GRAL SEMANAL TANQUE GLICOL 1,sin especificar,si,CUMPLE,"10/5/2024, 18:13:52","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659647,TANQUE DE GLICOL 2,13348704,INSPECCCION GRAL SEMANAL TANQUE GLICOL 2,sin especificar,si,CUMPLE,"10/5/2024, 18:13:44","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659647,TANQUE DE GLICOL 2,13348705,INSPECCCION GRAL SEMANAL TANQUE GLICOL 2,sin especificar,si,CUMPLE,"10/5/2024, 18:13:41","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659645,TRAMPA DE SUCCIÓN,13348706,INSPECCCION GRAL SEMANAL TRAMPA SUCCION,sin especificar,si,CUMPLE,"10/5/2024, 18:13:37","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659645,TRAMPA DE SUCCIÓN,13348707,INSPECCCION GRAL SEMANAL TRAMPA SUCCION,sin especificar,si,CUMPLE,"10/5/2024, 18:13:28","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659643,ACUMULADOR DE SUCCIÓN 1,13348708,INSPECCCION GRAL SEMANAL ACUMULADOR SUCC,sin especificar,si,CUMPLE,"10/5/2024, 18:13:22","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659643,ACUMULADOR DE SUCCIÓN 1,13348709,INSPECCCION GRAL SEMANAL ACUMULADOR SUCC,sin especificar,si,CUMPLE,"10/5/2024, 18:13:14","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659644,ACUMULADOR DE SUCCIÓN 2,13348710,INSPECCCION GRAL SEMANAL ACUMULADOR SUCC,sin especificar,si,CUMPLE,"10/5/2024, 18:13:02","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,659644,ACUMULADOR DE SUCCIÓN 2,13348711,INSPECCCION GRAL SEMANAL ACUMULADOR SUCC,sin especificar,si,CUMPLE,"10/5/2024, 18:12:51","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,74955304,TRANSFORMADOR 6000KVA 34.5/11.4KV,13348712,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,si,CUMPLE,"7/5/2024, 18:26:06","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,74955304,TRANSFORMADOR 6000KVA 34.5/11.4KV,13348713,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,si,CUMPLE,"7/5/2024, 18:26:01","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,74955306,TRANSFORMADOR 2000 KVA 11.4KV/230V,13348714,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,si,CUMPLE,"7/5/2024, 18:25:58","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,74955306,TRANSFORMADOR 2000 KVA 11.4KV/230V,13348715,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,si,CUMPLE,"7/5/2024, 18:25:51","0,1",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,638569,CONDENSADOR EVAPORATIVO 1,13348718,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638569,CONDENSADOR EVAPORATIVO 1,13348719,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638570,CONDENSADOR EVAPORATIVO 2,13348721,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638570,CONDENSADOR EVAPORATIVO 2,13348722,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829070,COMPRESOR DE REFRIGERACIÓN - TORNILLO 1,13348723,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829070,COMPRESOR DE REFRIGERACIÓN - TORNILLO 1,13348724,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829071,COMPRESOR DE REFRIGERACIÓN - TORNILLO 2,13348725,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829071,COMPRESOR DE REFRIGERACIÓN - TORNILLO 2,13348726,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946532,TANQUE ALMACENAMIENTO AIRE,13348727,INSPECCCION GRAL SEMANAL TK ALMACEN AIRE,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,70946532,TANQUE ALMACENAMIENTO AIRE,13348728,INSPECCCION GRAL SEMANAL TK ALMACEN AIRE,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,74925301,SUBESTACION ELECTRICA SOPLADO PET EQ. 5,13348729,INSPECCCION GRAL SEMANAL SUBESTACION PET,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,74925301,SUBESTACION ELECTRICA SOPLADO PET EQ. 5,13348730,INSPECCCION GRAL SEMANAL SUBESTACION PET,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,74925302,SUBESTACION ELECTRICA PLANTA DE AGUAS,13348731,INSPECCCION GRAL SEMANAL SUBESTACION PTA,sin especificar,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,74925302,SUBESTACION ELECTRICA PLANTA DE AGUAS,13348732,INSPECCCION GRAL SEMANAL SUBESTACION PTA,sin especificar,,,,"0,1",,,,,,,,
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519549,LLENADORA,13348739,Inspec. general semanaL llenadora,sin especificar,si,CUMPLE,"11/5/2024, 3:42:57","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519549,LLENADORA,13348740,Inspec. general semanaL llenadora,sin especificar,si,CUMPLE,"11/5/2024, 3:43:11","0,1",si,si,si,si,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,819102,DEPALETIZADORA,13348741,Inspec. general semanal depaletizadora,sin especificar,si,CUMPLE,"11/5/2024, 3:43:22","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,819102,DEPALETIZADORA,13348742,Inspec. general semanal depaletizadora,sin especificar,si,CUMPLE,"11/5/2024, 3:43:48","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519548,PROCESADOR DE BEBIDA,13348743,Inspec. general semanalProcesador bebida,sin especificar,si,CUMPLE,"11/5/2024, 3:44:03","0,1",,,,,si,.,.,CUMPLE
LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519548,PROCESADOR DE BEBIDA,13348744,Inspec. general semanalProcesador bebida,sin especificar,si,CUMPLE,"11/5/2024, 3:44:24","0,1",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946550,TANQUE ALMAC  AGUA ACUEDUCTO LB01,13348748,INSPECCCION GRAL SEMANAL TANQUE LB01,sin especificar,si,CUMPLE,"8/5/2024, 18:39:10","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946550,TANQUE ALMAC  AGUA ACUEDUCTO LB01,13348749,INSPECCCION GRAL SEMANAL TANQUE LB01,sin especificar,si,CUMPLE,"8/5/2024, 18:39:38","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946551,TANQUE ALMAC  AGUA SUAVIZADA LB02,13348750,INSPECCCION GRAL SEMANAL TANQUE LB02,sin especificar,si,CUMPLE,"8/5/2024, 18:39:43","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946551,TANQUE ALMAC  AGUA SUAVIZADA LB02,13348751,INSPECCCION GRAL SEMANAL TANQUE LB02,sin especificar,si,CUMPLE,"8/5/2024, 18:39:50","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946552,TANQUE ALMAC  AGUA POZO LB03,13348755,INSPECCCION GRAL SEMANAL TANQUE LB03,sin especificar,si,CUMPLE,"8/5/2024, 18:39:56","0,1",si,si,si,si,si,.,.,CUMPLE
