Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Duración,aprobacion programador,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,Observaciones,correo de programador,correo de planeador,imagen_observacion,Fecha Programada
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE SEGUIDORES DE LEVA,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:34"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE CADENA DOBLE EN DEPA Y PALET,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:24"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE BANDA DE LONA ,si,"0,0555555556",si,,,,,Esta para cambio ya se reporto en inspección anteriores a la espera de la llegada,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/ypJsZLwEKhf8fQG0F70Y.jpg,
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE CILINDROS NEUMATICOS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:12"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO MANGUERAS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:19"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO RODAMIENTOS MOTORES-REDUCTORES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:29"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO LUBRICONTROLES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:19"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE FOTOCELDAS Y SENSORES INDUCTIVOS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:12"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE PULSADORES TABLERO DE MANDO,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:05"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO ELECTROVALVULAS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:58"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:37"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,FUNCIONAMIENTO VENTILADORES DE VARIADORES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:14"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",570002,TANDEM DE PALETIZADO,13351033,Inspección Semanal,ESTADO DE MOTORES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:48"
LINEA PARA EL LLENADO DE BOLSAS,589629,CODIFICADOR AGUA  BOLSA,13351035,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 15:59:04"
LINEA PARA EL LLENADO DE BOLSAS,589631,CODIFICADOR AGUA  BOLSA,13351036,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 15:59:24"
LINEA PARA EL LLENADO DE BOLSAS,589632,CODIFICADOR AGUA  BOLSA,13351037,Inspección semanal,sin especificar,si,2,si,si,si,si,si,CUMPLE,.,.,CUMPLE,"14/5/2024, 15:59:44"
LINEA DE PRODUCCION DE BOTELLONES DE 20,589683,CODIFICADOR BOTELLONES,13351038,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:05"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO FOTOCELDAS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:45:21"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO CRISTALES INSPECCION BOCA Y FONDO,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:45:42"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO CRSITSAL PROTECTOR FLASH DE FONDO,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:45:53"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO LAMPARAS DE FLASH INSPECCION PAREDES ,si,"0,0909090909",si,,,,,Se está inspeccionando con una sola lámpara estroboscopica en la pared de entrada. ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/LrfQPiUWZxotsvgV7O0e.jpg,
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO LAMPARA FLASH FINAL VIEW,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:49:31"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO ELECTOVALVULAS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:49:47"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO AIRE ACONDICIONADO DE TABLEROS DE INSPECCION,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:49:57"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO CILINDROS RECHAZADORES,si,"0,0909090909",si,,,,,Tengo inconvenientes en la producción con el atasco de la la contratuerca amortiguadora en el cilindro #8.      Se requiere juego de tuercas y contratuercas amortiguadoras. Y no contamos con cilindros en el inventario de la planta.    Código tuerca HBM101062 ST código contratuerca HPM200300ST cilindro HBP000000 ST,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/kPZPIU2HizzZzfi8ZaoU.jpg,
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,0909090909",si,,,,,Se sugiere el cambio de la unidad de mantenimiento de aire que está ubicada debajo del sistema de rechazo de entrada del inspector electrónico.                                            Está pegada la perilla de regulación.                    Código catálogo HEUFT HPP200008 SD,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/ILuLsaiPY5jL1h4roBt5.jpg,
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO CORREAS DE AJUSTE DE ALTURA,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"16/5/2024, 9:57:05"
"LINEA DE ENVASADO  8,5ONZ, 12ONZ, 1.25 l",599689,INSPECTOR ELECTRONICO,13351018,Inspeccion Semanal,ESTADO DE PULSADORES TABLERO DE MANDO,si,"0,0909090909",si,,,,,Pantalla inline deshabilitada. Ya el código del material se pasó en inspecciones anteriores.,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/Nw883EEPzc0BfsVXTRcv.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,125",si,,,,,Pendiente por indicador de temperatura en tubería de descarga ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/0UlPMv8TL7rqbazETMEC.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:53:26"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:53:36"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,REVISAR NIVEL DE ACEITE,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:53:48"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:53:55"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,ESTADO PRESOSTATOS,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:03"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,ESTADO CORREAS ,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:10"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628864,COMPRESOR DE REFRIGERACION No. 1,13351019,Inspección Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:18"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:29"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:46"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:54:54"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,REVISAR NIVEL DE ACEITE,si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:05"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:13"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,ESTADO PRESOSTATOS,si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:20"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,ESTADO CORREAS ,si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:30"
EQUIPOS PARA SERVICIOS INDUSTRIALES,628865,COMPRESOR DE REFRIGERACION No. 2,13351040,Inspección Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,0625",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:38"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:16"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:39"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:49"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,REVISAR NIVEL DE ACEITE,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:58"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:12"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,ESTADO PRESOSTATOS,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:04"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,ESTADO CORREAS ,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:19"
EQUIPOS PARA SERVICIOS INDUSTRIALES,629053,COMPRESOR DE REFRIGERACION No. 3,13351042,Inspección Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:28"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:52"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:58:18"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:58:29"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,ESTADO VALVULAS SOLENOIDE ,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:58:43"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,NIVEL DE ACEITE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:58:50"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,REVISAR CONSUMO DE CORRIENTE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:00"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:15"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,RUIDOS EN VALVULAS DE DESCARGA,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:28"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,ESTADO DE PRESOSTATOS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:43"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,ESTADO DE CORREAS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:52"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649006,COMPRESOR DE AIRE No. 3,13351045,Inspección Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:02"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,0909090909",si,,,,,"Termómetros en mal estado ,ya se pidieron a la espera para cambio.",GEISON ALEJANDRO CUADROS CARVAJAL,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/qleVCS4bTu6YyUaeL9zn.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:15"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:29"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,ESTADO VALVULAS SOLENOIDE ,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:55:49"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,NIVEL DE ACEITE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:04"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,REVISAR CONSUMO DE CORRIENTE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:35"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:56:46"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,RUIDOS EN VALVULAS DE DESCARGA,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:05"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,ESTADO DE PRESOSTATOS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:17"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,ESTADO DE CORREAS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:31"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649158,COMPRESOR DE AIRE,13351046,Inspección Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:57:41"
EQUIPOS PARA  PREPARACION DE JARABE,649611,SKID DISOLUCIÓN CALIENTE,13351117,Inspeccion Semana,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:25:37"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,0909090909",si,,,,,Termómetros en mal estádo.ya están pedidos a la espera para cambio.,GEISON ALEJANDRO CUADROS CARVAJAL,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/pqm8eE2t1873fcc67Cc4.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 11:59:47"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:04"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,ESTADO VALVULAS SOLENOIDE ,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:20"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,NIVEL DE ACEITE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:34"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,REVISAR CONSUMO DE CORRIENTE,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:00:58"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,ESTADO PULSADORES TABLERO DE MANDO,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:01:15"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,RUIDOS EN VALVULAS DE DESCARGA,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:01:28"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,ESTADO DE PRESOSTATOS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:01:44"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,ESTADO DE CORREAS,si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:01:55"
EQUIPOS PARA SERVICIOS INDUSTRIALES,649668,COMPRESOR DE AIRE,13351047,Inspeccion Semanal,"RUIDO, CALENTAMIENTO DE MOTOR",si,"0,0909090909",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:02:24"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,ESTADO INSTRUMENTOS DE MEDICION,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:02:49"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,"FUGAS DE AIRE, VAPOR O AGUA",si,"0,125",si,,,,,Escape de vapor por la válvula de salida de vapor que va hacia la línea.,GEISON ALEJANDRO CUADROS CARVAJAL,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/wodk6dsrqQkeSj81eIMA.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,FUGAS DE COMBUSTIBLE,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:05:14"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,ESTADO ACTUADOR ENTRADA DE GAS,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:05:25"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:05:38"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,ESTADO MOTORES,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:05:52"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,ESTADO BOMBA DE AGUA,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:06:22"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659394,CALDERA,13351048,inspeccion semanal caldera,ESTADO BOMBA DOSIFICADORA ,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:06:41"
EQUIPOS PARA SERVICIOS INDUSTRIALES,659609,TANQUE DE COMBUSTIBLE ACPM,13351049,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:06:57"
